,rowID,Genre,UserRatings,LowerDownloads,FuzzyRisk,JavaFiles,DefectCount,LOC,OPrivCount,UPrivCount,PermissionCount,jlint
0-3,106308,Entertainment,2.8,10000,51,87,5095,8633,1,1,0,29
0-3,106310,Casual,2.8,10000,51,42,3,4839,0,0,0,9
0-3,106313,Lifestyle,2.4,1000,51,90,9,9500,0,2,0,26
0-3,106328,Entertainment,2.6,1000,51,10,3,346,0,0,0,0
0-3,106331,Lifestyle,2.1,5000,92,209,3,40673,0,1,0,81
0-3,106336,Puzzle,2.3,1000,51,62,3,8039,0,0,0,19
0-3,106338,Puzzle,2.4,1000,0,56,3,5854,0,8,0,27
0-3,106386,Social,2.6,1000,50,84,9,5475,0,2,0,29
0-3,106400,Tools,2.9,1000,51,81,5114,7436,0,0,0,23
0-3,106407,Social,2.8,1000,51,37,6,4095,4,0,0,10
0-3,106434,Travel & Local,2.9,10000,51,87,6,8943,0,0,0,13
0-3,106483,Health & Fitness,2.5,1000,51,1297,15,238203,0,10,0,1085
0-3,106516,Sports,2.8,50000,0,12,3,889,0,0,0,0
0-3,106628,Communication,2.6,1000,0,38,6,2767,0,0,0,1
0-3,106662,Entertainment,2.4,50000,51,575,9,53831,0,1,0,81
0-3,106735,Card,2.4,1000,50,1288,12,162304,2,5,0,401
0-3,106759,Arcade,2.5,5000,0,1190,18,136626,0,4,0,339
0-3,106818,Puzzle,2.7,1000,92,2333,6,289271,0,1,0,348
0-3,106824,Business,2.8,5000,92,284,12,35498,0,2,0,110
0-3,106858,Arcade,2.2,10000,0,383,6,56952,0,3,0,67
0-3,106917,Productivity,2.9,10000,0,42,3,2795,0,0,0,2
0-3,106926,Casual,2.9,50000,51,119,37760,23018,0,3,0,80
0-3,106966,Weather,2.8,1000,51,552,9,69410,0,6,0,241
0-3,106971,Tools,2.4,1000,51,552,9,69383,0,6,0,236
0-3,106974,Tools,2.5,1000,51,526,9,66481,0,6,0,211
0-3,107007,Tools,2.9,1000,0,550,6,69357,0,7,0,241
0-3,107196,Productivity,2.2,1000,0,461,9,35416,0,2,0,122
0-3,107254,News & Magazines,2.5,10000,51,627,12,67780,1,3,0,144
0-3,107295,Medical,2.8,100000,51,60,5114,6085,0,0,0,20
0-3,107297,Entertainment,2,10000,51,58,3,3756,1,0,0,10
0-3,117268,Social,2.6,1000000,100,7005,27,737295,0,2,0,1540
0-3,117570,Board,2.6,1000,51,72,3663,8525,0,0,0,34
0-3,117775,News & Magazines,2.4,50000,50,1749,9,195659,2,3,0,525
0-3,117779,News & Magazines,2.5,10000,50,1749,9,195659,2,3,0,525
0-3,117849,Entertainment,2.8,500000,92,1032,9,146979,0,7,0,322
0-3,117867,Casual,2.7,1000,0,397,13,62360,0,1,0,108
0-3,117985,Business,2,1000,50,1179,12,116262,9,2,0,255
0-3,117987,Travel & Local,1.7,1000,50,2067,15,219902,1,6,0,608
0-3,118064,News & Magazines,2.7,1000,51,775,21,82974,0,2,0,180
0-3,118100,Tools,2.8,1000,51,119,9,15282,2,0,0,71
0-3,118152,Lifestyle,2.6,10000,95,2959,9,389272,2,3,0,698
0-3,118186,Business,2.7,1000,51,6141,15,624491,1,3,0,1719
0-3,118615,Finance,2.9,10000,51,2985,9,289927,1,2,0,787
0-3,118624,Education,2.4,10000,51,742,6,73472,1,3,0,141
0-3,118647,Tools,2.8,1000,92,1910,6,216461,0,7,0,538
0-3,118710,News & Magazines,2.8,5000000,51,1744,15,159213,0,2,0,446
0-3,118730,Education,2.7,10000,92,710,9,89056,0,3,0,167
0-3,118861,Tools,2.7,1000,92,1074,6,91760,0,1,0,237
0-3,118863,Tools,2.7,1000,51,367,6,35943,1,3,0,117
0-3,118865,Health & Fitness,2.2,1000,92,545,6,71031,0,1,0,136
0-3,118867,Health & Fitness,2.9,1000,50,2881,24,332346,0,4,0,750
0-3,118872,Finance,1.8,1000,51,2016,12,181424,0,4,0,661
0-3,118930,Entertainment,2.5,50000,100,246,12,24755,6,2,0,58
0-3,119474,Photography,1.9,1000,51,521,9,46789,0,3,0,140
0-3,119501,Productivity,2.8,1000,51,739,2601,94986,0,4,0,771
0-3,119542,Finance,2.3,1000,0,11,3,240,0,0,0,0
0-3,119691,Card,2.8,1000,92,312,9,35927,0,1,0,125
0-3,119711,Photography,2.8,5000,0,43,3,6566,0,1,0,28
0-3,119766,Education,1.8,1000,100,4381,30,549111,0,4,0,1196
0-3,119787,Finance,2.8,5000,51,276,6,49730,0,1,0,205
0-3,119802,Health & Fitness,2.9,1000,51,38,6,2372,2,1,0,10
0-3,120126,Entertainment,2.7,10000,51,734,12,71184,0,2,0,301
0-3,120134,Business,2.3,1000,50,289,6,30910,1,2,0,42
0-3,120391,News & Magazines,2.1,50000,50,1749,9,195659,2,3,0,525
0-3,120395,Finance,2.9,5000,50,2849,15,304735,1,4,0,904
0-3,120683,Shopping,2.9,5000,0,164,6,13719,0,4,0,36
0-3,120795,Tools,2.7,1000,100,1529,15,337238,0,10,0,1345
0-3,120803,Productivity,2.3,1000,0,9,3,344,0,0,0,0
0-3,120887,Finance,2.2,1000,51,52,3,5389,0,0,0,21
0-3,120893,Arcade,2.6,1000,0,33,3,3043,0,0,0,28
0-3,120894,Puzzle,2.8,1000,92,554,6,72969,1,1,0,163
0-3,120910,Puzzle,2.8,1000,92,2269,9,270462,0,1,0,432
0-3,121093,Education,2.7,10000,0,105,6,7610,0,1,0,18
0-3,121142,Sports,2.8,10000,51,75,3,8224,0,2,0,20
0-3,121151,Business,2.7,10000,51,3308,18,314758,2,4,0,773
0-3,121350,Travel & Local,1.7,1000,92,170,6,25161,0,1,0,106
0-3,121364,Finance,2.6,500000,51,789,6,86661,2,3,0,284
0-3,121431,Lifestyle,2.9,1000,50,594,9,68437,2,6,0,268
0-3,121599,Tools,2.4,5000,51,138,6,18756,0,6,0,68
0-3,121633,News & Magazines,2.9,1000,51,6141,15,624491,1,3,0,1723
0-3,121716,Card,2.8,1000,92,688,12,88301,3,1,0,181
0-3,121787,Books & Reference,2.2,10000,51,54,6,3317,0,0,0,3
0-3,121821,Media & Video,1.3,5000,51,240,6,27484,0,0,0,111
0-3,121887,Arcade,2.6,10000,51,156,6,13882,1,3,0,33
0-3,121989,Health & Fitness,2.8,1000,92,614,9,80266,0,2,0,148
0-3,122222,Social,1,1000,0,325,6,29729,0,2,0,53
0-3,122267,Travel & Local,2.8,1000,51,730,3,80919,2,1,0,96
0-3,122275,Finance,2.4,1000,51,1297,15,240055,0,9,0,1093
0-3,122308,Puzzle,2,1000,0,69,6,7345,0,6,0,40
0-3,122321,Finance,2.6,10000,51,12,3,344,4,0,0,0
0-3,122368,Tools,2.6,1000,0,2989,18,374618,0,1,0,1010
0-3,122384,Photography,2.3,5000,0,17,3,1106,0,1,0,2
0-3,122430,Business,2.9,1000,50,997,12,65175,1,1,0,286
0-3,122563,Puzzle,2.9,1000,92,319,5098,31087,0,6,0,90
0-3,122592,Productivity,2.9,50000,0,19,3,1897,0,0,0,4
0-3,122815,Education,1,1000,50,723,9,79448,1,4,0,278
0-3,123139,Media & Video,2.9,50000,92,2308,12,274210,0,4,0,529
0-3,123181,Education,2.8,1000,92,647,9,81331,1,1,0,170
0-3,123182,Health & Fitness,1,1000,51,723,12,95751,1,4,0,267
0-3,123207,Comics,2.5,1000,51,453,6,42488,1,4,0,74
0-3,123573,Tools,2.5,1000,92,764,12,78720,0,1,0,244
0-3,124124,Music & Audio,2.8,1000,92,3045,25,335543,0,7,0,903
0-3,124201,Social,2.7,10000,0,8,3,392,0,0,0,0
0-3,124202,Entertainment,2.2,10000,0,13,6,492,0,0,0,0
0-3,124212,Card,1.6,1000,51,425,9,42090,1,2,0,120
0-3,124218,Tools,2,10000,0,16,3,999,1,0,0,1
0-3,124245,Personalization,2.9,10000,100,2982,9,346931,2,3,0,665
0-3,124257,Tools,2.9,10000,51,777,9,90759,1,1,0,173
0-3,124474,Arcade,2.8,10000,0,62,3,4181,0,2,0,9
0-3,124485,Music & Audio,2.9,5000000,50,5166,18,518904,7,4,0,1648
0-3,124489,Strategy,2.9,10000,100,521,5098,53833,0,7,0,160
0-3,124533,Sports,2.6,1000,100,1840,15,332600,1,6,0,5431
0-3,124536,Tools,2.4,1000,0,60,3,6842,1,0,0,23
0-3,124537,Puzzle,2.9,1000,51,840,6,79502,1,3,0,315
0-3,124633,Education,1.2,1000,51,105,5111,11797,0,0,0,24
0-3,124909,Racing,2.9,1000,92,3377,6,376999,0,3,0,493
0-3,124917,Photography,2.4,10000,0,2262,9,825992,0,0,0,662
0-3,124919,Casual,2.9,5000,50,70,6,11889,3,3,0,35
0-3,124926,Casual,2.2,5000,50,70,6,11889,3,3,0,33
0-3,124935,Business,2.8,1000,52,1271,12,139703,10,3,0,276
0-3,124936,Puzzle,2.8,1000,92,1015,12,127467,0,6,0,305
0-3,124941,Education,2,5000,50,70,6,11889,3,3,0,33
0-3,125006,Casual,2.6,5000,50,70,6,11889,3,3,0,33
0-3,125021,Tools,2.3,1000,51,148,9,14447,0,0,0,25
0-3,125102,Lifestyle,1.5,1000,50,1019,12,116527,5,2,0,311
0-3,125159,Social,2.7,1000,51,180,3,16279,0,1,0,62
0-3,125285,Entertainment,1.7,1000,51,337,9,76168,4,1,0,121
0-3,125288,News & Magazines,2.9,5000,50,1764,12,198611,2,1,0,654
0-3,125686,Tools,2.3,1000,51,12,3,590,0,0,0,1
0-3,125814,Communication,2.9,5000,50,99,6,8657,0,0,0,33
0-3,125823,Communication,2.9,5000,51,115,3,12254,0,1,0,45
0-3,125825,Tools,2.9,10000,51,33,3,2870,0,0,0,1
0-3,125830,Tools,1.9,10000,51,133,6,11107,0,1,0,60
0-3,125835,Lifestyle,2,5000,51,109,6,11785,0,0,0,44
0-3,125839,Casual,2.9,1000,51,65,5095,6570,0,0,0,30
0-3,125847,Puzzle,2.4,1000,0,18,3,1296,0,0,0,2
0-3,125892,Lifestyle,2.8,1000,0,42,3,6200,0,0,0,12
0-3,125895,Communication,2.4,5000,51,42,3,8974,19,0,0,17
0-3,125903,Tools,2.8,1000,51,47,3,6611,0,0,0,18
0-3,125905,Music & Audio,2.7,5000,51,32,3,2215,0,1,0,9
0-3,125906,Education,2.2,5000,100,78,3,4583,5,0,0,15
0-3,125922,Casual,2.9,10000,51,56,3,6508,0,0,0,14
0-3,126029,News & Magazines,2,1000,51,948,9,88561,0,2,0,312
0-3,126063,Education,2.4,10000,92,534,9,70849,0,1,0,140
0-3,126274,Business,2.5,1000,50,636,9,87045,3,3,0,307
0-3,126511,Productivity,2,10000,92,979,9,91398,1,10,0,307
0-3,126529,Lifestyle,2.9,10000,50,805,9,151279,0,2,0,342
0-3,126580,Social,2.8,1000,52,205,6,14640,9,0,0,74
0-3,126619,Word,2.9,500000,92,1552,15,341171,0,11,0,1371
0-3,126662,Sports,2.7,1000,0,18,3,550,0,1,0,0
0-3,126685,Entertainment,1.3,5000,51,115,6,8704,0,1,0,15
0-3,126708,Productivity,2.5,1000,0,29,3,2200,3,2,0,2
0-3,126710,Puzzle,2.3,5000,51,86,3660,8109,0,1,0,40
0-3,126718,Lifestyle,2.3,1000,51,56,3,4673,0,2,0,12
0-3,126753,Tools,2,5000,51,8,3,376,0,0,0,0
0-3,126754,Weather,2.1,1000,51,82,3660,8073,0,0,0,36
0-3,126766,Entertainment,2.8,1000,50,11,3,1444,0,0,0,0
0-3,126773,Education,2.8,1000,0,11,6,425,1,0,0,0
0-3,126830,Music & Audio,2.4,1000,51,73,10,5397,0,0,0,12
0-3,126832,Puzzle,2.8,10000,51,208,5095,17307,0,0,0,80
0-3,126840,Lifestyle,2.8,10000,0,31,3,2056,0,0,0,3
0-3,126849,Entertainment,2.8,10000,51,64,6,7306,0,0,0,18
0-3,126883,Productivity,2.6,10000,51,1257,15,233296,0,5,0,1071
0-3,126939,Music & Audio,2.9,100000,0,17,3,1118,0,1,0,2
0-3,127154,Casual,2.4,10000,50,298,3,25975,1,3,0,111
0-3,127172,Finance,1.3,1000,50,607,6,114866,4,0,0,105
0-3,127190,Lifestyle,2.8,1000,51,482,9,42612,0,0,0,155
0-3,127192,Transportation,2.5,1000,50,180,6,20984,2,2,0,87
0-3,127193,Travel & Local,2.4,1000,51,144,3,14803,0,4,0,52
0-3,127220,Finance,2.5,1000,51,1123,9,134571,1,3,0,590
0-3,127276,Shopping,2.2,1000,51,46,3,2837,0,1,0,2
0-3,127297,Entertainment,2.5,1000,50,220,3483,24632,4,2,0,82
0-3,127322,Libraries & Demo,2.1,100000,0,11,3,559,0,0,0,1
0-3,127334,Sports,2.9,10000,92,766,6,105358,0,1,0,236
0-3,127579,Finance,2.2,1000,51,69,3,4823,0,0,0,21
0-3,127594,Entertainment,2.9,1000,0,9,3,382,1,0,0,1
0-3,127635,Tools,2,1000,51,66,3,7407,0,0,0,19
0-3,127657,Travel & Local,1.3,1000,51,362,3,19440,2,0,0,110
0-3,127658,Productivity,2.9,1000,0,71,115,9921,0,0,0,23
0-3,127690,Lifestyle,2.4,1000,0,108,3,7256,0,1,0,7
0-3,127699,Tools,2.4,1000,51,27,6,2005,0,0,0,8
0-3,127710,Media & Video,2.6,5000,51,349,6,30761,2,1,0,59
0-3,127716,Music & Audio,2.2,5000,51,133,6,10912,0,1,0,55
0-3,127719,Travel & Local,2.5,10000,51,74,6,7806,1,1,0,35
0-3,127794,Tools,2.9,100000,0,22,6,1691,5,0,0,4
0-3,127898,Transportation,2,1000,51,58,3,6542,0,2,0,9
0-3,127946,Finance,2.2,10000,51,79,3,11009,0,0,0,12
0-3,127947,Education,2.8,10000,51,70,3,5578,0,1,0,25
0-3,127952,Communication,2.9,1000,51,1007,9,84527,4,3,0,284
0-3,128051,Travel & Local,2,1000,50,5867,24,666157,0,4,0,1536
0-3,128143,Sports,2.8,5000,50,1879,3360,169367,1,3,0,389
0-3,128296,Casual,2.7,10000,50,1,3,811,11,0,0,1
0-3,128448,Finance,2.1,10000,51,331,6,54090,1,1,0,186
0-3,128847,Entertainment,2.6,1000,51,116,3,10309,0,1,0,36
0-3,129113,News & Magazines,2.9,1000,51,295,6,26116,0,2,0,46
0-3,129588,News & Magazines,2.5,5000,51,1037,15,107469,1,1,0,320
0-3,129638,Media & Video,1,1000,51,12,3,431,0,0,0,0
0-3,130059,Education,1.5,10000,51,117,6,14262,1,2,0,49
0-3,130165,Tools,2.7,1000,51,147,6,12029,0,3,0,31
0-3,130270,Travel & Local,2.9,1000,100,464,9,77202,1,6,0,212
0-3,130412,Business,1.9,5000,50,999,15,112466,0,6,0,350
0-3,130416,Productivity,2.9,5000,51,46,6,10413,0,1,0,56
0-3,130549,Entertainment,2.3,1000,51,146,6,12861,0,1,0,63
0-3,130722,Business,1.8,1000,51,309,6,22559,0,4,0,92
0-3,130933,Board,2,1000,51,73,3663,9661,0,0,0,34
0-3,131020,Travel & Local,1,1000,51,555,6,50731,2,2,0,111
0-3,131212,News & Magazines,1.6,100000,50,216,3,17908,2,1,0,54
0-3,131309,Personalization,2.8,5000,0,21,12,1695,0,0,0,23
0-3,131340,Role Playing,2.4,1000,0,736,6,79254,0,4,0,156
0-3,131465,Education,2.8,1000,50,301,6,28565,3,1,0,91
0-3,131648,Finance,2.5,1000,51,378,12,32284,0,1,0,118
0-3,132034,Education,1.9,1000,0,19,3,998,0,0,0,0
0-3,132063,Tools,2.6,500000,51,4,3,290,5,0,0,3
0-3,132149,Education,2.8,5000,51,55,3,3422,0,0,0,5
0-3,132219,Lifestyle,1.8,1000,53,660,12,58911,5,1,0,190
0-3,132257,Business,2.2,1000,51,298,9,44377,0,1,0,212
0-3,132310,Finance,2.6,1000,51,97,9,10568,0,7,0,43
0-3,132624,Travel & Local,2.8,100000,51,107,3,8142,0,1,0,24
0-3,132689,Education,2.7,10000,51,1000,9,109085,1,1,0,311
0-3,133042,Transportation,2.9,10000,50,2449,15,297015,0,1,0,448
0-3,133092,Books & Reference,2.9,500000,83,3411,15,281467,4,3,0,692
0-3,133362,Lifestyle,1.3,1000,51,35,3,3653,0,0,0,1
0-3,133364,Shopping,1.4,5000,51,11,3,387,0,0,0,0
0-3,133676,Travel & Local,2,1000,100,2448,6,285112,1,2,0,434
0-3,133726,Card,2.6,1000,51,163,9,15829,0,6,0,84
0-3,133770,Business,1.9,1000,51,2025,15,223080,0,5,0,595
0-3,133909,News & Magazines,2.2,1000,50,778,3378,100219,4,7,0,247
0-3,134148,Tools,2.5,1000,0,38,3,3241,1,0,0,4
0-3,134336,Communication,2.2,1000,51,473,6,49138,0,0,0,103
0-3,134413,Entertainment,2.8,1000,51,67,3,3578,1,1,0,3
0-3,134494,Health & Fitness,2.2,1000,92,985,5117,102148,1,1,0,257
0-3,134554,News & Magazines,2.8,1000,92,2318,15,334231,2,2,0,895
0-3,134809,Photography,2.6,1000,51,138,6,9259,1,2,0,50
0-3,134985,Education,1.8,1000,51,115,9,13921,1,1,0,37
0-3,135106,Transportation,2.3,1000,51,74,3,6758,0,0,0,16
0-3,135107,Puzzle,1.9,5000,51,158,3,14158,0,1,0,56
0-3,135171,Sports,2.1,1000,0,11,6,387,0,0,0,0
0-3,135175,Sports,2,1000,50,25,6,1090,13,1,0,4
0-3,135513,Tools,2.7,1000,51,686,12,75190,1,1,0,179
0-3,135576,Entertainment,2.6,1000,51,139,3,14821,0,0,0,47
0-3,135768,Lifestyle,2,1000,50,34,3,2685,2,1,0,10
0-3,136249,Entertainment,2.5,1000,51,479,9,44825,0,2,0,115
0-3,136335,Entertainment,2.7,1000,92,1523,15,327133,0,10,0,1314
0-3,136336,Entertainment,2.9,5000,51,510,6,47332,0,4,0,84
0-3,136659,Education,2.2,10000,0,75,3,4373,0,1,0,11
0-3,137379,Transportation,2.9,5000000,51,2739,18,328303,5,3,0,1077
0-3,138257,Travel & Local,1,1000,51,555,6,50731,2,2,0,111
0-3,138277,Communication,2.9,100000,51,47,3,2752,5,1,0,14
0-3,138573,Tools,2.8,5000,51,359,9,30367,0,2,0,53
0-3,139096,Media & Video,2.5,100000,0,85,3,5163,0,0,0,4
0-3,139155,Entertainment,2.8,1000,51,126,6,16825,0,5,0,62
0-3,139194,Entertainment,2.5,1000,51,53,6,4350,0,0,0,10
0-3,139333,Sports,2.8,1000,51,544,9,34747,0,2,0,160
0-3,139404,Media & Video,2.1,100000,51,78,5095,7336,1,0,0,29
0-3,139729,Entertainment,2.5,100000,92,2370,9,275244,0,1,0,342
0-3,139948,Finance,2.9,100000,50,467,6,42743,0,0,0,172
0-3,140053,Puzzle,2.4,1000,51,97,6,9100,0,7,0,70
0-3,140435,Finance,2.6,100000,0,120,6,10431,0,1,0,20
0-3,140597,Education,2.5,10000,92,285,9,31558,0,11,0,85
0-3,140841,Entertainment,2.9,1000,92,13,6,1707,1,0,0,0
0-3,141082,News & Magazines,2.7,50000,51,1232,9,121884,0,3,0,403
0-3,141368,Books & Reference,1,1000,0,286,3,27086,0,1,0,87
0-3,141669,Entertainment,1,1000,50,437,14,60014,1,0,0,152
0-3,141822,Entertainment,2,1000,50,2118,15,208331,2,3,0,456
0-3,141875,Music & Audio,2.8,10000,51,47,3,2609,0,1,0,11
0-3,141957,Finance,2.8,10000,51,609,6,70424,0,3,0,259
0-3,141995,Travel & Local,1.8,5000,51,1299,15,238003,0,10,0,1084
0-3,142018,News & Magazines,2,50000,51,115,3,12135,0,0,0,45
0-3,142419,Arcade,2.8,100000,51,96,3,8916,0,1,0,46
0-3,142461,Shopping,2.3,1000,51,1336,15,287728,0,11,0,1240
0-3,142530,Health & Fitness,2.1,5000,0,135,6,40898,1,1,0,18
0-3,142719,Music & Audio,2.5,10000,51,195,9,23173,0,1,0,125
0-3,142775,Weather,2.5,500000,50,28,6,2124,1,0,0,7
0-3,143003,Lifestyle,2.4,5000,51,71,6,7816,0,0,0,20
0-3,143032,Music & Audio,2.8,100000,50,106,3,4698,2,3,0,18
0-3,143046,Lifestyle,2.5,1000,51,2126,9,233919,7,2,0,605
0-3,143073,Transportation,1,1000,50,273,9,33763,0,1,0,94
0-3,143094,Entertainment,2.8,10000,51,734,12,71207,0,2,0,300
0-3,143095,Social,1.9,50000,51,491,15,54532,1,1,0,222
0-3,143173,Education,2.8,10000,51,316,6,22941,0,4,0,94
0-3,143290,Lifestyle,2.9,5000,100,4105,9,434052,1,3,0,600
0-3,143401,Media & Video,2.3,10000,51,19,3,1294,0,0,0,0
0-3,143411,Business,2.4,5000,52,1240,9,169649,11,1,0,278
0-3,143563,Tools,2.5,5000,50,86,6,7318,3,0,0,17
0-3,143712,Sports,2.7,10000,0,20,6,888,0,1,0,2
0-3,143758,Education,2.9,1000,0,217,12,24530,0,3,0,46
0-3,143930,Personalization,2.9,1000,51,725,6,60847,1,0,0,196
0-3,143965,Lifestyle,2.1,1000,50,1227,9,150702,3,1,0,185
0-3,144013,Travel & Local,2.8,10000,92,13,6,1707,6,0,0,0
0-3,144065,Casual,2.5,5000,51,281,6,21092,0,3,0,86
0-3,144141,Entertainment,2.8,1000,92,692,12,83098,0,1,0,163
0-3,144144,Entertainment,2.7,5000,51,67,6,8543,1,1,0,22
0-3,144169,Puzzle,1.4,1000,51,76,3663,12297,0,0,0,32
0-3,144300,Media & Video,2.9,10000,51,3449,556610,212132,1,1,0,600
0-3,144577,News & Magazines,2.7,10000,50,1749,9,195659,2,3,0,525
0-3,144614,Entertainment,1.9,1000,51,999,266390,121136,0,1,0,495
0-3,144894,Medical,2.7,1000,92,602,12,82208,0,6,0,196
0-3,145072,Social,2.7,10000,92,247,9,23370,3,2,0,62
0-3,145084,Productivity,2.8,10000,51,382,12,34025,0,1,0,67
0-3,145191,Business,1.9,5000,50,1479,12,117010,4,0,0,232
0-3,145194,Entertainment,1.7,1000,50,1837,12,192431,2,2,0,523
0-3,145442,Tools,2.9,1000,0,20,3,1051,0,0,0,1
0-3,145547,Tools,2.5,100000,50,1231,9,102558,1,2,0,260
0-3,145658,Productivity,2.6,10000,52,23,3337,1999,13,0,0,4
0-3,145672,Card,2.8,1000000,92,1234,6,128269,0,6,0,315
0-3,145713,Finance,2.7,1000,51,72,6,10867,0,0,0,13
0-3,145770,Social,2.2,5000,50,1116,9,107509,3,1,0,301
0-3,146278,News & Magazines,2.8,5000000,51,1744,15,159213,0,2,0,446
0-3,146597,Tools,2.8,100000,51,70,3,7224,0,1,0,32
0-3,146711,Lifestyle,2.9,10000,50,1405,9,153326,1,6,0,499
0-3,146838,Finance,2.7,1000000,51,4,3,770,14,0,0,11
0-3,147102,Medical,2.6,10000,51,1384,32,148497,0,2,0,326
0-3,147185,Tools,2.7,500000,0,8,3,598,0,0,0,0
0-3,147297,Business,1.8,50000,51,349,9,24438,1,1,0,65
0-3,147298,Finance,2.5,10000,51,497,9,42497,0,1,0,222
0-3,147582,Social,2.8,5000,51,175,6,14712,0,1,0,57
0-3,147697,Finance,2.5,1000,51,28,3,1462,0,0,0,6
0-3,147974,Simulation,1.9,1000,0,461,6,42777,0,4,0,74
0-3,147986,Health & Fitness,2.9,1000,51,177,6,16992,0,1,0,62
0-3,148144,Puzzle,2.7,1000,92,396,9,43496,1,5,0,132
0-3,148266,Media & Video,2.1,10000,51,137,9,12652,3,0,0,85
0-3,148298,Personalization,2.8,1000,51,341,3,25453,0,4,0,102
0-3,148510,Arcade,2.9,1000,92,3890,12,401438,0,4,0,894
0-3,148686,Puzzle,2.7,50000,51,1074,6,133788,0,5,0,237
0-3,148776,Social,2.6,10000,92,3596,15,372494,1,9,0,957
0-3,148965,Music & Audio,2.2,50000,51,128,5098,11462,0,3,0,43
0-3,149003,Business,2.1,1000,50,3076,15,292520,10,0,0,984
0-3,149528,Finance,2.2,1000,50,3555,9,410610,2,3,0,997
0-3,149669,Tools,2.8,1000,0,58,3,4259,0,0,0,27
0-3,149798,Productivity,1,1000,51,102,3660,10865,0,0,0,38
0-3,150134,Lifestyle,2.8,1000,50,1405,9,153326,1,6,0,499
0-3,150273,Puzzle,2,1000,81,1688,12,170858,6,2,0,728
0-3,150375,Tools,2.7,50000,0,2,3,95,0,0,0,0
0-3,150513,Tools,2.5,1000,92,588,6,78382,0,2,0,154
0-3,150515,Business,2.9,1000,50,1235,12,180448,1,2,0,445
0-3,150574,Weather,2.8,10000,51,16,3,1169,0,0,0,3
0-3,150595,Education,2.9,1000,51,139,6,10926,0,0,0,24
0-3,150637,Travel & Local,2.6,1000,51,149,6,19968,9,1,0,69
0-3,150653,Weather,2.6,1000,51,17,6,1354,0,0,0,4
0-3,150761,News & Magazines,2.5,10000,50,1749,9,195659,2,3,0,525
0-3,150809,Lifestyle,2.6,1000,0,622,6,45003,3,2,0,68
0-3,150810,Lifestyle,2.6,1000,50,503,12,52914,5,1,0,152
0-3,150812,Sports,2.8,10000,51,915,9,80380,0,2,0,268
0-3,150829,Communication,2.8,1000,80,1343,9,152674,9,1,0,314
0-3,150961,Finance,2.9,100000,0,2180,21,235378,0,1,0,1059
0-3,151207,Music & Audio,2.5,50000,92,2361,9,279784,0,1,0,464
0-3,151500,Tools,2.9,10000,51,122,6,13258,0,0,0,22
0-3,151735,Tools,2.5,10000,51,175,9,22917,1,0,0,1953
0-3,151809,Travel & Local,2.8,10000,50,232,6,24903,3,0,0,88
0-3,151846,Puzzle,2.9,500000,50,607,24165,72287,0,6,0,191
0-3,151915,Entertainment,2.4,10000,92,1912,15,197644,2,1,0,537
0-3,151931,Business,2.9,1000,50,1388,15,99938,0,2,0,404
0-3,152108,News & Magazines,2.6,100000,50,80,6,9698,4,1,0,21
0-3,152120,Education,2,1000,51,133,3,11922,0,2,0,37
0-3,152121,Education,2.7,1000,51,133,3,11933,0,2,0,37
0-3,152123,Education,2.8,5000,51,133,3,11924,0,2,0,37
0-3,152124,Education,2.7,5000,51,133,3,11928,0,2,0,37
0-3,152182,Casual,1,1000,92,12,3,1526,1,0,0,0
0-3,152188,Business,2.5,5000,51,282,11597,21370,1,1,0,38
0-3,152228,Finance,2.9,1000,50,93,6,5960,0,0,0,13
0-3,152255,Shopping,2.6,10000,50,760,12,93788,2,0,0,154
0-3,152320,Lifestyle,2.4,5000,50,954,15,108905,0,5,0,308
0-3,152773,Entertainment,2.7,10000,92,168,6,18841,0,7,0,50
0-3,152906,Tools,2.5,100000,51,306,6,28715,0,1,0,99
0-3,152916,Business,2.7,10000,51,109,3,9454,2,0,0,25
0-3,152934,Entertainment,2.8,10000,0,736,18,81680,0,10,0,256
0-3,152936,Personalization,2.9,10000,50,328,6,52274,0,1,0,85
0-3,152960,Lifestyle,2.4,1000,50,5865,24,665095,0,7,0,1536
0-3,153104,Lifestyle,2.6,10000,51,416,6,35377,1,1,0,84
0-3,153291,Photography,1.9,50000,0,0,0,0,0,0,0,0
0-3,153356,Sports,2.8,1000,92,236,9,23779,0,9,0,64
0-3,153428,Weather,2.9,10000,50,467,18,55568,1,0,0,209
0-3,153484,Business,2.9,1000,50,1398,15,100446,0,2,0,405
0-3,153589,Health & Fitness,2.9,10000,92,12,3,1487,1,0,0,0
0-3,153683,Business,2.9,100000,51,410,6,33141,0,6,0,167
0-3,153955,Music & Audio,2.7,10000,0,50,3,3840,0,1,0,15
0-3,153977,Books & Reference,2.8,10000,51,434,6,38814,0,1,0,102
0-3,154113,Finance,2.4,1000,50,161,9,15111,1,2,0,43
0-3,154341,Entertainment,2.6,100000,51,0,0,0,1,4,0,0
0-3,154464,Finance,2.7,1000000,51,17,6,8447,12,0,0,149
0-3,154554,Entertainment,2.4,10000,0,27,3,1104,0,0,0,5
0-3,154565,Health & Fitness,2.1,10000,51,188,3,15469,0,1,0,59
0-3,154608,Entertainment,2.2,1000,51,1175,6,110413,3,3,0,294
0-3,154612,Entertainment,2.4,10000,51,0,0,0,3,3,0,0
0-3,154643,Shopping,2.6,10000,81,889,5101,82604,8,0,0,266
